Call Sign,Call Sign.1,Vessel Name,Ship Type,Flag,Vessel Max Draft,Last Port,Next Port,Current Location,Enter Location,Exit Location,IMO,Berth,ATA,EDT,ADT,ETA,WaitingTime,MaxDraft,MaxLOA,BerthLength,ATA_day_Friday,ATA_day_Monday,ATA_day_Saturday,ATA_day_Sunday,ATA_day_Thursday,ATA_day_Tuesday,ATA_day_Wednesday,EDT_day_Friday,EDT_day_Monday,EDT_day_Saturday,EDT_day_Sunday,EDT_day_Thursday,EDT_day_Tuesday,EDT_day_Wednesday,ATA_shift,EDT_shift,ATA_season_autumn,ATA_season_spring,ATA_season_summer,ATA_season_winter,EDT_season_autumn,EDT_season_spring,EDT_season_summer,EDT_season_winter,ATA_inport,Length,Gross Tonnage,Breadth,ATA_berth_delay
3EZN4,3EZN4,SANTA TERESA,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,9.82,"XIAMEN, FJ","ZHANJIANG, GD",SELA,,,9852664,SELA,2023-10-21 21:10:00,2023-10-22 22:00:00,2023-10-22 06:13:00,2023-10-21 21:10:00,9.05,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3,3,True,False,False,False,True,False,False,False,6,199.0,35834.0,32.0,15.783333333333333
5BZU5,5BZU5,AAL DAMPIER,MULTI-PURPOSE(SEMI CONT.),CYP,7.4,"NANSHA, PANYU","OTHER, KOREA, R",SWLA,,,9521540,SWLA,2023-10-20 23:03:00,2023-10-21 08:00:00,2023-10-21 10:50:00,2023-10-20 23:03:00,11.783333333333333,7.5,400.0,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3,2,True,False,False,False,True,False,False,False,8,148.0,14053.0,23.0,2.8333333333333335
3E2222,3E2222,HTK NEW SKY,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,6.5,"ZHUHAI, GD","OTHER, VIETNAM",SWLA,,,9708746,SWLA,2024-03-24 22:38:00,2024-03-25 17:00:00,2024-03-25 06:35:00,2024-03-24 22:38:00,7.95,7.5,400.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,3,3,False,True,False,False,False,True,False,False,4,189.0,32714.0,32.0,10.416666666666666
D5MF9,D5MF9,MSC RIFAYA,CONTAINER,LIB,14.0,"SHEKOU, SHENZHEN","XIAMEN, FJ",SELA,TSK,WL,9767388,SELA,2024-05-25 21:38:00,2024-05-26 08:00:00,2024-05-26 07:38:00,2024-05-25 21:38:00,10.0,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3,2,False,True,False,False,False,True,False,False,8,400.0,193489.0,58.0,0.36666666666666664
LAMJ7,LAMJ7,TORVANGER,CHEMICAL,NOR,12.0,NEW PLYMOUTH,"NANSHAN, FJ",PT,,,9524774,SLA,2023-10-21 18:05:00,2023-10-22 06:00:00,2023-10-22 05:01:00,2023-10-21 18:05:00,10.933333333333334,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3,1,True,False,False,False,True,False,False,False,6,183.0,29712.0,32.0,0.9833333333333333
LAMK8,LAMK8,CHAMPION ISTRA,CHEMICAL,NOR,8.0,KWINANA,"OTHER, INDONESIA",SLA,PT,TSK,9489209,SLA,2023-10-22 11:19:00,2023-10-24 18:00:00,2023-10-24 10:59:00,2023-10-22 11:19:00,47.666666666666664,7.5,400.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,3,True,False,False,False,True,False,False,False,8,195.0,30638.0,32.0,7.016666666666667
3EOF2,3EOF2,BERGE JEBEL JAIS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,6.3,"DONGGUAN, GD",SINGAPORE,SWLA,,,9852688,SWLA,2023-10-22 03:14:00,2023-10-22 22:00:00,2023-10-22 16:25:00,2023-10-22 03:14:00,13.183333333333334,7.5,400.0,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,3,True,False,False,False,True,False,False,False,9,179.0,23239.0,30.0,5.583333333333333
DSQX5,DSQX5,CH BELLA,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,KRS,8.93,AUCKLAND,DUNG QUAT,SWLA,,,9489235,SELA,2024-06-10 15:00:00,2024-06-11 05:00:00,2024-06-10 22:59:00,2024-06-10 15:00:00,7.983333333333333,7.5,400.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2,1,False,False,True,False,False,False,True,False,4,177.0,19992.0,28.0,6.016666666666667
5LID5,5LID5,MSC MAKALU III,CONTAINER,LIB,7.5,"SHEKOU, SHENZHEN","FUZHOU, MAWEI, FJ",KC5,TSK,WL,9327683,KC2,2024-10-11 14:40:00,2024-10-11 21:00:00,2024-10-11 19:33:00,2024-10-11 14:40:00,4.883333333333334,15.5,370.0,305.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2,3,True,False,False,False,True,False,False,False,13,210.0,32161.0,32.0,1.45
2CPA3,2CPA3,FURIOUS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,IOM,7.83,"JIANGYIN, JS",PORT HEDLAND,SELA,,,9398735,SELA,2023-12-07 16:18:00,2023-12-07 23:00:00,2023-12-09 01:27:00,2023-12-07 16:18:00,33.15,7.5,400.0,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3,3,False,False,False,True,False,False,False,True,5,287.0,88479.0,45.0,26.45
XVSR9,XVSR9,GSM,GENERAL / HEAVY LIFT CARGO,VNM,5.0,HAIPHONG,KAOHSIUNG,SWLA,,,9334961,SWLA,2023-10-24 23:51:00,2023-10-25 09:00:00,2023-10-25 08:01:00,2023-10-24 23:51:00,8.166666666666666,7.5,400.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,2,True,False,False,False,True,False,False,False,4,115.0,7823.0,19.0,0.9833333333333333
9V6814,9V6814,MAERSK ATHABASCA,CONTAINER,SNG,10.5,"YANTIAN, SHENZHEN","NANSHA, PANYU",KC19,MB,MB,9398424,KC19,2024-07-15 23:39:00,2024-07-16 09:30:00,2024-07-16 15:45:00,2024-07-15 23:39:00,16.1,16.5,400.0,300.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,2,False,False,True,False,False,False,True,False,6,334.0,91158.0,42.0,6.25
VRQC9,VRQC9,CHALLENGE PRELUDE,"TANKER (CRUDE,FUEL,DIESEL,LUB)",HKG,7.5,BATANGAS,OPEN SEA,SLA,PT,TSK,9333278,SLA,2023-11-12 19:03:00,2023-11-13 13:54:00,2023-11-13 21:50:00,2023-11-12 19:03:00,26.783333333333335,7.5,400.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,3,2,True,False,False,False,True,False,False,False,5,179.0,28823.0,32.0,7.933333333333334
BLFH4,BLFH4,XIN FENG HAI 8,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,CHR,7.4,"OTHER, CHINA (COAST)","OTHER, VIETNAM",SWLA,,,9656711,SWLA,2024-09-27 13:13:00,2024-09-27 18:00:00,2024-09-27 17:12:00,2024-09-27 13:13:00,3.9833333333333334,7.5,400.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2,3,True,False,False,False,True,False,False,False,17,111.0,5920.0,18.0,0.8
3EIA4,3EIA4,SUNNY GRACE,GENERAL / HEAVY LIFT CARGO,PAN,7.85,QINGDAO,SINGAPORE,SELA,,,9343522,SELA,2023-10-24 01:06:00,2023-10-24 15:01:00,2023-10-24 13:11:00,2023-10-24 01:06:00,12.083333333333334,7.5,400.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,2,True,False,False,False,True,False,False,False,8,188.0,29753.0,32.0,1.8333333333333333
V7RW5,V7RW5,PACIFIC JEWELS,"TANKER (CRUDE,FUEL,DIESEL,LUB)",MAR,8.5,HONG KONG,SINGAPORE,SLA,,,9732254,SLA,2024-01-19 11:16:00,2024-01-19 20:00:00,2024-01-19 18:56:00,2024-01-19 11:16:00,7.666666666666667,7.5,400.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2,3,False,False,False,True,False,False,False,True,3,255.0,62615.0,43.0,1.0666666666666667
D5YC2,D5YC2,DIONI,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,LIB,6.51,"CHIWAN, SHENZHEN",MUARA,URMA,TSK,WL,9425930,SELA,2023-11-03 16:01:00,2023-11-03 23:00:00,2023-11-04 00:19:00,2023-11-03 16:01:00,8.3,7.5,400.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,3,3,True,False,False,False,True,False,False,False,9,189.0,32287.0,32.0,1.3166666666666667
D5HG5,D5HG5,FALCON TRIDENT,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,LIB,11.75,SUSAKI,SAMARINDA,CCM,,,9717591,SELA,2023-10-25 08:49:00,2023-10-29 18:00:00,2023-10-29 15:44:00,2023-10-25 08:49:00,102.91666666666667,7.5,400.0,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2,3,True,False,False,False,True,False,False,False,3,199.0,36336.0,32.0,2.2666666666666666
3FXK2,3FXK2,SOUTHERN HAWK,CHEMICAL,PAN,8.81,"CHIWAN, SHENZHEN","OTHER, JAPAN",SLA,TSK,WL,9534901,SLA,2023-09-06 23:33:00,2023-09-07 16:30:00,2023-09-07 07:00:00,2023-09-06 23:33:00,7.45,7.5,400.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,3,True,False,False,False,True,False,False,False,4,134.0,8295.0,20.0,9.5
3EYS4,3EYS4,PEACE GARDEN,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,8.0,HUIZHOUGANG,BALIKPAPAN,SELA,,,9663336,SELA,2024-08-25 17:22:00,2024-08-26 14:43:00,2024-08-25 22:48:00,2024-08-25 17:22:00,5.433333333333334,7.5,400.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,3,2,False,False,True,False,False,False,True,False,6,225.0,41541.0,32.0,15.916666666666666
VRSG3,VRSG3,COSCO SHIPPING SAKURA,CONTAINER,HKG,12.7,"YANTIAN, SHENZHEN","YANTIAN, SHENZHEN",PT,MB,MB,9785794,KC14,2024-04-25 08:01:00,2024-04-25 15:00:00,2024-04-26 03:23:00,2024-04-25 08:01:00,19.366666666666667,15.5,370.0,338.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2,2,False,True,False,False,False,True,False,False,3,366.0,143179.0,48.0,12.383333333333333
3ECE5,3ECE5,FALCON EXPRESS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,7.1,GUANGZHOU,ESPERANCE,SWLA,,,9326366,SWLA,2024-02-05 00:28:00,2024-02-05 09:00:00,2024-02-05 10:23:00,2024-02-05 00:28:00,9.916666666666666,7.5,400.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,2,False,False,False,True,False,False,False,True,7,210.0,43591.0,32.0,1.3833333333333333
MAOT6,MAOT6,VS PROSPERA,"TANKER (CRUDE,FUEL,DIESEL,LUB)",IOM,8.0,"DONGGUAN, GD",SINGAPORE,SLA,,,9298313,SLA,2024-07-29 07:08:00,2024-08-02 20:00:00,2024-08-02 20:03:00,2024-07-29 07:08:00,108.91666666666667,7.5,400.0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1,3,False,False,True,False,False,False,True,False,5,229.0,41966.0,32.0,0.05
3EES7,3EES7,DA HONG 16,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,10.0,"YANGJIANG, GD","OTHER, PHILIPPINES",SWLA,,,9296157,SWLA,2023-10-31 00:38:00,2023-11-01 14:25:00,2023-10-31 07:27:00,2023-10-31 00:38:00,6.816666666666666,7.5,400.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1,2,True,False,False,False,True,False,False,False,5,189.0,27913.0,32.0,30.966666666666665
VRIZ6,VRIZ6,GLORY ENERGY,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,HKG,7.78,"XIAMEN, FJ","OTHER, MOZAMBIQUE",SWLA,,,9528639,SWLA,2023-10-27 00:34:00,2023-10-27 22:55:00,2023-10-27 07:48:00,2023-10-27 00:34:00,7.233333333333333,7.5,400.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1,3,True,False,False,False,True,False,False,False,6,255.0,64123.0,43.0,15.116666666666667
